# cosmological_parameters--omega_m	cosmological_parameters--h0	cosmological_parameters--omega_b	cosmological_parameters--n_s	cosmological_parameters--a_s	cosmological_parameters--omega_k	cosmological_parameters--tau	weight	post
# sampler=weighted_metropolis
5.266180999999999779e-01 5.191528000000000809e-01 8.379040896252559767e-02 9.711191999999999602e-01 2.216983999999999962e-09 -5.323978000000000044e-02 8.101070999999999966e-02 2.000000000000000000e+00 -5.638801000000000386e+03
5.074927000000000188e-01 5.267943999999999960e-01 8.061050550173638751e-02 9.650317000000000478e-01 2.005409000000000100e-09 -5.020793999999999951e-02 3.327738999999999697e-02 1.000000000000000000e+00 -5.639527000000000044e+03
4.178474999999999828e-01 5.815552000000000499e-01 6.674742588975385305e-02 9.701130999999999505e-01 2.147418000000000204e-09 -2.664967999999999851e-02 6.871968000000000520e-02 4.000000000000000000e+00 -5.641750000000000000e+03
4.077699000000000185e-01 5.917236000000000162e-01 6.394460336084595298e-02 9.696943000000000090e-01 2.311066999999999832e-09 -2.256348999999999855e-02 1.032997999999999972e-01 1.000000000000000000e+00 -5.637332000000000335e+03
4.912579999999999725e-01 5.407836999999999783e-01 7.633738497044272042e-02 9.582832000000000017e-01 2.144926999999999825e-09 -4.109871999999999831e-02 6.306214000000000264e-02 1.000000000000000000e+00 -5.639759000000000015e+03
4.915335000000000121e-01 5.328491000000000755e-01 7.922842078410272104e-02 9.771157999999999788e-01 2.130771999999999888e-09 -4.835571000000000313e-02 6.435064000000000062e-02 1.000000000000000000e+00 -5.636789999999999964e+03
4.222116000000000202e-01 5.650268999999999986e-01 7.082185661140943944e-02 9.853979000000000488e-01 2.076190000000000044e-09 -3.872703999999999730e-02 6.062162000000000106e-02 2.000000000000000000e+00 -5.643225000000000364e+03
4.498669000000000140e-01 5.484008999999999689e-01 7.688550667626282975e-02 9.900238999999999567e-01 2.110099999999999982e-09 -4.682399999999999757e-02 6.797496000000000094e-02 1.000000000000000000e+00 -5.637210000000000036e+03
4.763629999999999809e-01 5.413696000000000064e-01 7.713218059611377797e-02 9.717729000000000505e-01 2.089030000000000178e-09 -4.497877000000000125e-02 5.670528999999999847e-02 3.000000000000000000e+00 -5.633395999999999731e+03
5.485773999999999928e-01 5.007445999999999842e-01 8.984221470315359448e-02 9.782807000000000031e-01 2.017496999999999987e-09 -6.746947000000000361e-02 3.688435000000000324e-02 1.000000000000000000e+00 -5.638155999999999949e+03
6.798680000000000279e-01 4.561400999999999928e-01 1.085844389842701568e-01 9.674819000000000058e-01 2.033297000000000284e-09 -9.375052000000000385e-02 4.081706000000000223e-02 1.000000000000000000e+00 -5.638064999999999600e+03
5.118268000000000262e-01 5.291137999999999675e-01 8.028134924389100646e-02 9.579421999999999660e-01 1.966101999999999876e-09 -4.685691000000000161e-02 1.536229000000000067e-02 2.000000000000000000e+00 -5.638372000000000298e+03
6.105101000000000555e-01 4.799683000000000144e-01 9.700269916954898375e-02 9.733321000000000334e-01 1.903496000000000268e-09 -7.615541000000000671e-02 1.076895999999999930e-02 6.000000000000000000e+00 -5.645407000000000153e+03
6.715917000000000137e-01 4.574340999999999546e-01 1.079768060940345109e-01 9.690921000000000118e-01 1.983029000000000018e-09 -9.397903000000000506e-02 3.085107999999999948e-02 1.000000000000000000e+00 -5.640627000000000407e+03
4.157851000000000186e-01 5.735229000000000577e-01 6.920163146617996919e-02 9.865298000000000123e-01 2.060379999999999868e-09 -3.479072999999999888e-02 5.309082999999999858e-02 3.000000000000000000e+00 -5.641005000000000109e+03
3.937916000000000194e-01 5.942627000000000326e-01 6.273163142795165625e-02 9.712570000000000370e-01 2.117060000000000132e-09 -2.342320000000000166e-02 5.927766999999999759e-02 5.000000000000000000e+00 -5.638362000000000080e+03
3.162929999999999908e-01 6.621337999999999946e-01 5.136209559885204085e-02 9.764815000000000023e-01 2.253527000000000049e-09 -5.908848999999999872e-03 9.285200000000000398e-02 4.000000000000000000e+00 -5.640194999999999709e+03
4.715891999999999862e-01 5.451782000000000572e-01 7.539824055975398454e-02 9.711408999999999736e-01 2.115454999999999702e-09 -4.187348999999999932e-02 6.435612999999999750e-02 1.000000000000000000e+00 -5.637164999999999964e+03
5.094750999999999586e-01 5.165893999999999764e-01 8.482574798259842619e-02 9.825118000000000462e-01 2.110522000000000087e-09 -6.030059000000000113e-02 6.543095999999999635e-02 3.000000000000000000e+00 -5.634921999999999571e+03
5.141712999999999978e-01 5.153441999999999190e-01 8.549469235490918251e-02 9.804062999999999528e-01 2.093459999999999924e-09 -6.078762000000000054e-02 6.079327000000000342e-02 5.000000000000000000e+00 -5.638488999999999578e+03
6.507089999999999819e-01 4.609497000000000178e-01 1.060678182222812849e-01 9.710824999999999596e-01 1.919415999999999940e-09 -9.355765000000000609e-02 1.908342000000000024e-02 4.000000000000000000e+00 -5.636494999999999891e+03
5.460490000000000066e-01 5.066528000000000143e-01 8.674232584460821183e-02 9.716555999999999527e-01 1.983875999999999943e-09 -6.044652999999999832e-02 3.593459999999999710e-02 1.000000000000000000e+00 -5.641452000000000226e+03
5.281175000000000175e-01 5.189818999999999960e-01 8.324424823569617771e-02 9.716565999999999814e-01 2.091493999999999809e-09 -5.253946000000000310e-02 5.808794999999999931e-02 1.000000000000000000e+00 -5.641783999999999651e+03
4.874143000000000225e-01 5.338256999999999586e-01 8.060676504754177296e-02 9.771758999999999862e-01 2.191114999999999831e-09 -5.061393000000000142e-02 7.992375000000000174e-02 3.000000000000000000e+00 -5.636528000000000247e+03
4.897318999999999978e-01 5.403198000000000167e-01 7.703191540027523598e-02 9.628143000000000118e-01 2.064659999999999775e-09 -4.157327000000000244e-02 4.600478999999999680e-02 1.000000000000000000e+00 -5.640302999999999884e+03
5.915217000000000391e-01 4.812866000000000088e-01 9.938231257164040211e-02 9.841075999999999713e-01 2.099028000000000126e-09 -8.334410000000000429e-02 5.826543000000000000e-02 2.000000000000000000e+00 -5.643896999999999935e+03
3.905105999999999855e-01 5.927856000000000236e-01 6.403057779079450451e-02 9.833532999999999857e-01 2.124105999999999985e-09 -2.695764999999999967e-02 6.725971000000000033e-02 1.000000000000000000e+00 -5.639717999999999847e+03
5.754042000000000323e-01 4.967406999999999795e-01 9.091501404708784984e-02 9.640457999999999528e-01 1.996542000000000032e-09 -6.507501000000000257e-02 3.006843000000000016e-02 2.000000000000000000e+00 -5.641106999999999971e+03
4.489860999999999991e-01 5.601196000000000508e-01 7.116966091695990648e-02 9.636044999999999749e-01 2.066883999999999829e-09 -3.442059000000000091e-02 4.878078999999999749e-02 1.000000000000000000e+00 -5.637213999999999942e+03
6.925158000000000147e-01 4.517943999999999849e-01 1.107849874727051959e-01 9.723756000000000066e-01 1.935353000000000069e-09 -9.916250999999999538e-02 1.726824999999999888e-02 2.000000000000000000e+00 -5.636983000000000175e+03
7.191094999999999571e-01 4.395386000000000015e-01 1.186762452905304327e-01 9.712754000000000110e-01 1.962328999999999873e-09 -1.121750999999999998e-01 2.404531999999999850e-02 1.000000000000000000e+00 -5.638914999999999964e+03
5.413286000000000486e-01 5.028687000000000573e-01 8.912533084745141720e-02 9.894399999999999862e-01 2.163419000000000054e-09 -6.632501999999999842e-02 7.695913000000000059e-02 2.000000000000000000e+00 -5.645623999999999796e+03
5.390722999999999487e-01 5.112183000000000144e-01 8.678946889715431767e-02 9.690725000000000033e-01 2.137523000000000002e-09 -5.873417000000000221e-02 6.305848000000000009e-02 1.000000000000000000e+00 -5.637033000000000357e+03
4.304746999999999879e-01 5.758666999999999536e-01 6.838366816887299360e-02 9.738831999999999489e-01 2.165273999999999941e-09 -2.816731999999999916e-02 7.313461999999999741e-02 9.000000000000000000e+00 -5.636154999999999745e+03
5.961237999999999815e-01 4.832886000000000126e-01 9.724693689013867715e-02 9.707843000000000444e-01 2.045469000000000063e-09 -7.704484000000000332e-02 4.508916000000000313e-02 1.000000000000000000e+00 -5.634878999999999905e+03
5.830959000000000003e-01 4.882690000000000086e-01 9.571869417183268003e-02 9.722159999999999691e-01 2.068455000000000174e-09 -7.458296000000000370e-02 5.161448999999999898e-02 3.000000000000000000e+00 -5.634837000000000444e+03
3.816782000000000230e-01 6.055420000000000247e-01 6.226216497938824590e-02 9.754568999999999601e-01 2.187697999999999987e-09 -2.146251000000000062e-02 7.748410999999999493e-02 1.000000000000000000e+00 -5.636314999999999600e+03
4.818627999999999800e-01 5.394653000000000365e-01 7.654922309128220359e-02 9.658729999999999816e-01 2.164616999999999785e-09 -4.334796999999999956e-02 7.654342999999999564e-02 2.000000000000000000e+00 -5.640537999999999556e+03
4.887045999999999890e-01 5.360229000000000799e-01 7.806758010431787131e-02 9.694753999999999872e-01 2.029930999999999739e-09 -4.587853000000000070e-02 4.142342000000000246e-02 2.000000000000000000e+00 -5.633643000000000029e+03
3.867669000000000246e-01 6.009033000000000291e-01 6.322775569775090920e-02 9.736458000000000057e-01 2.020097999999999862e-09 -2.320788999999999838e-02 4.291288000000000047e-02 5.000000000000000000e+00 -5.641118000000000393e+03
4.461209999999999898e-01 5.563354000000000354e-01 7.440741383551320587e-02 9.789305000000000367e-01 2.033282999999999957e-09 -4.110657000000000200e-02 4.729819999999999858e-02 1.000000000000000000e+00 -5.637743000000000393e+03
4.253835999999999729e-01 5.665405000000000024e-01 7.085971253028837402e-02 9.828295999999999699e-01 2.181263000000000101e-09 -3.734396000000000243e-02 8.250514000000000459e-02 5.000000000000000000e+00 -5.634873999999999796e+03
6.292041000000000439e-01 4.700806000000000151e-01 1.053569807572341810e-01 9.768476999999999855e-01 1.967689999999999850e-09 -8.932787000000000366e-02 2.367154999999999954e-02 9.000000000000000000e+00 -5.638862000000000080e+03
4.744365999999999861e-01 5.453246999999999955e-01 7.568526307594403146e-02 9.711551000000000489e-01 2.143867000000000244e-09 -4.104134999999999728e-02 6.345011999999999874e-02 1.000000000000000000e+00 -5.638479999999999563e+03
4.571934999999999749e-01 5.518677000000000721e-01 7.480126320427167574e-02 9.749018000000000406e-01 2.125191999999999996e-09 -4.171951000000000132e-02 6.632955000000000101e-02 2.000000000000000000e+00 -5.632884000000000015e+03
4.434446000000000221e-01 5.636596999999999857e-01 6.958456743417858192e-02 9.680803999999999521e-01 2.086618000000000166e-09 -3.311315000000000092e-02 5.322700999999999821e-02 1.000000000000000000e+00 -5.638704999999999927e+03
4.977561999999999820e-01 5.326781999999999906e-01 7.848218095715017717e-02 9.754150999999999794e-01 2.115930000000000157e-09 -4.710146999999999945e-02 6.232411999999999674e-02 2.000000000000000000e+00 -5.638376000000000204e+03
3.440461000000000213e-01 6.431884999999999408e-01 5.413699071550440167e-02 9.726938000000000528e-01 2.227628999999999774e-09 -7.750861999999999856e-03 8.653808000000000333e-02 2.000000000000000000e+00 -5.635869999999999891e+03
5.114191999999999627e-01 5.162720000000000642e-01 8.561486400713463896e-02 9.839592999999999812e-01 2.025222999999999883e-09 -6.076717999999999703e-02 4.681624000000000202e-02 4.000000000000000000e+00 -5.635458999999999833e+03
6.451829999999999510e-01 4.673218000000000094e-01 1.045600304647754802e-01 9.730107000000000061e-01 1.976297000000000170e-09 -8.766110000000000568e-02 2.809017000000000111e-02 1.000000000000000000e+00 -5.633307999999999993e+03
4.299503000000000075e-01 5.693236999999999881e-01 6.978563110733301822e-02 9.788305000000000478e-01 2.098757000000000180e-09 -3.266666000000000014e-02 6.265687999999999813e-02 1.000000000000000000e+00 -5.637588999999999942e+03
5.323390000000000066e-01 5.128784000000000676e-01 8.673285853471626727e-02 9.763849999999999474e-01 2.087465999999999996e-09 -5.969937000000000160e-02 6.064289999999999958e-02 1.000000000000000000e+00 -5.639791000000000167e+03
4.000788000000000122e-01 5.882935000000000247e-01 6.625583002252091736e-02 9.788346999999999465e-01 2.207380000000000291e-09 -2.853576000000000029e-02 8.428541000000000505e-02 3.000000000000000000e+00 -5.633850999999999658e+03
5.789313000000000375e-01 4.925171000000000410e-01 9.307681098103078032e-02 9.681361000000000550e-01 1.998164999999999996e-09 -7.000061000000000477e-02 3.277955999999999925e-02 3.000000000000000000e+00 -5.634814000000000306e+03
4.298274999999999735e-01 5.722289999999999877e-01 6.861921675146698263e-02 9.725298999999999472e-01 2.216263000000000084e-09 -3.047872000000000081e-02 8.279804000000000330e-02 2.000000000000000000e+00 -5.636516999999999825e+03
4.908218999999999776e-01 5.342162999999999773e-01 7.836129773107294860e-02 9.715808000000000222e-01 2.046641999999999683e-09 -4.750423000000000145e-02 4.967972999999999834e-02 1.000000000000000000e+00 -5.639462000000000444e+03
4.462727000000000221e-01 5.606322999999999723e-01 7.112189014527682540e-02 9.691414999999999891e-01 2.011753999999999834e-09 -3.480186999999999864e-02 3.656468999999999692e-02 2.000000000000000000e+00 -5.636070999999999913e+03
5.465271999999999908e-01 5.064087000000000449e-01 8.790232049652263457e-02 9.752826999999999469e-01 2.183177999999999675e-09 -6.204836999999999853e-02 7.824182999999999832e-02 1.000000000000000000e+00 -5.637389000000000124e+03
5.426569999999999450e-01 5.130981000000000014e-01 8.473084206153241871e-02 9.663789000000000406e-01 2.037165999999999870e-09 -5.534129000000000131e-02 3.931330000000000241e-02 2.000000000000000000e+00 -5.637261999999999716e+03
5.281200000000000339e-01 5.144653000000000143e-01 8.558514763181501728e-02 9.720064999999999955e-01 2.129849999999999630e-09 -5.779270000000000240e-02 6.619010999999999645e-02 1.000000000000000000e+00 -5.635962999999999738e+03
5.108546000000000475e-01 5.238647000000000720e-01 8.190286794438397799e-02 9.762939000000000478e-01 2.174745000000000228e-09 -5.311743000000000020e-02 7.653208999999999707e-02 1.000000000000000000e+00 -5.640166000000000167e+03
5.369412000000000074e-01 5.168578999999999812e-01 8.372128892568368730e-02 9.604557999999999707e-01 2.006085000000000109e-09 -5.282186999999999993e-02 2.908983999999999875e-02 5.000000000000000000e+00 -5.636926000000000386e+03
4.655102999999999880e-01 5.461304000000000158e-01 7.673470031604112673e-02 9.790102000000000526e-01 2.160896000000000227e-09 -4.488463000000000175e-02 7.623797999999999686e-02 1.000000000000000000e+00 -5.641789999999999964e+03
5.761173000000000544e-01 4.932006999999999919e-01 9.443366851382489768e-02 9.793328999999999507e-01 2.003820000000000221e-09 -7.180208000000000423e-02 3.230456000000000299e-02 2.000000000000000000e+00 -5.634918999999999869e+03
4.614468999999999932e-01 5.558716000000000212e-01 7.221281058279988008e-02 9.638242999999999672e-01 2.065348999999999792e-09 -3.501503999999999728e-02 4.056545999999999763e-02 5.000000000000000000e+00 -5.635372000000000298e+03
5.007865999999999707e-01 5.285034000000000676e-01 8.095018775681858680e-02 9.757613000000000536e-01 2.055686999999999831e-09 -5.055660000000000015e-02 5.136717999999999840e-02 4.000000000000000000e+00 -5.637131000000000313e+03
5.135231999999999575e-01 5.208618000000000414e-01 8.379767844184715653e-02 9.742737999999999676e-01 2.219132999999999682e-09 -5.534502000000000171e-02 8.583823000000000147e-02 1.000000000000000000e+00 -5.635197000000000116e+03
5.167711000000000388e-01 5.261840999999999324e-01 7.981562964052371645e-02 9.635732999999999659e-01 2.007283000000000253e-09 -4.631587000000000204e-02 3.224704999999999933e-02 3.000000000000000000e+00 -5.640099000000000160e+03
5.780068999999999901e-01 4.962769000000000208e-01 9.053059833260981848e-02 9.685875999999999930e-01 2.094118999999999890e-09 -6.459573999999999872e-02 5.070252000000000092e-02 1.000000000000000000e+00 -5.636775999999999840e+03
4.557607000000000186e-01 5.514282000000000350e-01 7.399415791096655703e-02 9.737535000000000496e-01 2.149966000000000142e-09 -4.101199999999999984e-02 6.949297999999999587e-02 2.000000000000000000e+00 -5.636048999999999978e+03
4.212268000000000123e-01 5.830199999999999827e-01 6.734013045794853825e-02 9.682754999999999557e-01 2.193983999999999938e-09 -2.665649999999999964e-02 7.446406999999999332e-02 1.000000000000000000e+00 -5.636666000000000167e+03
4.731328000000000200e-01 5.524291999999999536e-01 7.438569764845472110e-02 9.630368999999999735e-01 2.184318000000000356e-09 -3.530206999999999790e-02 7.172842999999999580e-02 2.000000000000000000e+00 -5.642551999999999680e+03
3.821919999999999762e-01 6.118407999999999625e-01 5.921573252865270504e-02 9.659847000000000294e-01 2.091819000000000012e-09 -1.450032000000000057e-02 5.226949000000000178e-02 1.000000000000000000e+00 -5.635951000000000022e+03
4.035486999999999824e-01 5.968018000000000489e-01 6.160042358542461988e-02 9.617459000000000424e-01 2.076125000000000417e-09 -1.772535999999999903e-02 4.638960999999999779e-02 2.000000000000000000e+00 -5.635509000000000015e+03
5.281673999999999536e-01 5.138061999999999907e-01 8.504799698707345146e-02 9.747915999999999803e-01 2.088634999999999995e-09 -5.775343000000000143e-02 5.276465000000000322e-02 1.000000000000000000e+00 -5.636485999999999876e+03
5.548967999999999678e-01 5.054321000000000508e-01 8.828798269197189741e-02 9.694627999999999579e-01 1.952099000000000002e-09 -6.149989000000000150e-02 1.975468999999999836e-02 2.000000000000000000e+00 -5.638264000000000124e+03
4.733321999999999807e-01 5.456176999999999833e-01 7.611733587326977024e-02 9.720339000000000063e-01 2.127130999999999776e-09 -4.160060000000000147e-02 6.081058000000000296e-02 1.000000000000000000e+00 -5.634717999999999847e+03
5.104596999999999607e-01 5.282592999999999872e-01 8.264188538897132563e-02 9.678103999999999596e-01 2.148728999999999974e-09 -5.022178000000000059e-02 6.478482000000000685e-02 1.000000000000000000e+00 -5.638876000000000204e+03
4.966325999999999796e-01 5.430785999999999669e-01 7.651851604499075588e-02 9.543519999999999781e-01 2.117310999999999907e-09 -3.808721000000000328e-02 5.501683000000000268e-02 1.000000000000000000e+00 -5.640582000000000335e+03
5.088804000000000105e-01 5.232544000000000084e-01 8.302757948276649758e-02 9.734477000000000269e-01 2.099286000000000065e-09 -5.425660999999999679e-02 5.746757000000000254e-02 1.000000000000000000e+00 -5.634537999999999556e+03
3.317816000000000098e-01 6.496338000000000390e-01 5.261017406938403584e-02 9.674399999999999666e-01 2.198081000000000239e-09 -7.556054000000000416e-03 8.126666999999999919e-02 3.000000000000000000e+00 -5.637529999999999745e+03
4.494703999999999922e-01 5.573364000000000651e-01 7.263134840696790218e-02 9.657540999999999487e-01 2.003858000000000340e-09 -3.813418999999999837e-02 3.754736000000000185e-02 1.000000000000000000e+00 -5.637972999999999956e+03
3.919505999999999823e-01 5.994872999999999452e-01 6.251968938803582898e-02 9.706951000000000329e-01 2.177500000000000390e-09 -2.160638000000000142e-02 7.702623999999999582e-02 1.000000000000000000e+00 -5.635305999999999585e+03
5.066709999999999825e-01 5.305297999999999403e-01 7.930289137936240296e-02 9.626054000000000554e-01 2.072447999999999997e-09 -4.655258000000000312e-02 5.192563000000000040e-02 3.000000000000000000e+00 -5.638177999999999884e+03
3.675751999999999908e-01 6.158936000000000410e-01 5.897695731515244927e-02 9.721484999999999710e-01 2.289220999999999988e-09 -1.712117999999999973e-02 1.039564000000000044e-01 1.000000000000000000e+00 -5.639820999999999913e+03
5.590330000000000021e-01 4.990845000000000420e-01 9.126831860010810316e-02 9.710396999999999501e-01 2.079883999999999680e-09 -6.721936000000000577e-02 5.375326999999999883e-02 1.000000000000000000e+00 -5.637029000000000451e+03
5.583909000000000233e-01 5.055785999999999891e-01 8.868911530830445034e-02 9.671052999999999455e-01 2.084633999999999690e-09 -6.099936999999999721e-02 4.972126999999999797e-02 3.000000000000000000e+00 -5.634078000000000429e+03
5.780826000000000020e-01 4.890991000000000088e-01 9.476927601511961341e-02 9.761969999999999814e-01 2.115989999999999845e-09 -7.424176999999999860e-02 6.388639000000000123e-02 1.000000000000000000e+00 -5.636784999999999854e+03
4.893244999999999956e-01 5.320190000000000197e-01 7.977626354746202020e-02 9.751596000000000153e-01 2.098361999999999996e-09 -5.060562999999999867e-02 6.221245999999999721e-02 3.000000000000000000e+00 -5.633908999999999651e+03
3.640699000000000018e-01 6.222900000000000098e-01 5.787431476870114055e-02 9.768489000000000200e-01 2.075232000000000305e-09 -1.444024000000000002e-02 5.244775000000000131e-02 3.000000000000000000e+00 -5.637845999999999549e+03
5.452067000000000441e-01 5.090941999999999412e-01 8.560631606068351551e-02 9.641965000000000119e-01 2.054158000000000053e-09 -5.734153000000000167e-02 4.565803000000000222e-02 5.000000000000000000e+00 -5.636480999999999767e+03
4.975124000000000213e-01 5.304809999999999803e-01 8.149228014208377557e-02 9.691087000000000451e-01 2.095430999999999978e-09 -5.154042999999999819e-02 5.376403999999999905e-02 3.000000000000000000e+00 -5.638235999999999876e+03
4.455451999999999746e-01 5.666626000000000163e-01 6.852882095684895147e-02 9.595321999999999463e-01 2.070208000000000220e-09 -2.930806999999999857e-02 4.947126000000000301e-02 1.000000000000000000e+00 -5.637895999999999731e+03
5.066730999999999874e-01 5.228394000000000652e-01 8.411264513789300235e-02 9.784623000000000070e-01 2.163173000000000219e-09 -5.646036000000000110e-02 7.826168000000000013e-02 2.000000000000000000e+00 -5.635855999999999767e+03
5.433683999999999736e-01 5.051879999999999704e-01 9.002898584132526527e-02 9.754363000000000339e-01 2.110178000000000031e-09 -6.565735000000000321e-02 6.371950999999999310e-02 1.000000000000000000e+00 -5.635198000000000320e+03
5.341744999999999965e-01 5.111449999999999605e-01 8.566474370322336995e-02 9.652560000000000029e-01 1.966144000000000030e-09 -5.865784999999999749e-02 2.374093000000000037e-02 3.000000000000000000e+00 -5.642577000000000226e+03
5.217578000000000493e-01 5.167114000000000429e-01 8.477213800975211266e-02 9.739896999999999583e-01 2.082120000000000250e-09 -5.746666000000000274e-02 5.652448000000000194e-02 2.000000000000000000e+00 -5.634875000000000000e+03
3.695485000000000020e-01 6.113524999999999654e-01 6.025149637993004736e-02 9.761085000000000456e-01 2.283675999999999673e-09 -2.041745999999999839e-02 1.028663999999999967e-01 3.000000000000000000e+00 -5.638792999999999665e+03
6.973515999999999604e-01 4.533569000000000071e-01 1.101919761523705160e-01 9.645951000000000386e-01 1.958471000000000071e-09 -9.481984000000000246e-02 2.176495999999999986e-02 2.000000000000000000e+00 -5.637806999999999789e+03
5.210738999999999788e-01 5.216431000000000262e-01 8.243880923739768662e-02 9.677810999999999497e-01 2.167863000000000127e-09 -5.134260999999999686e-02 7.407365000000000477e-02 1.000000000000000000e+00 -5.637716999999999643e+03
3.916918999999999818e-01 6.048096000000000583e-01 6.042893154370729963e-02 9.614494000000000096e-01 2.044763999999999909e-09 -1.671894000000000158e-02 4.499380000000000046e-02 2.000000000000000000e+00 -5.636293999999999869e+03
3.573100000000000165e-01 6.273682000000000425e-01 5.666561995950489261e-02 9.644582999999999906e-01 2.103514999999999844e-09 -1.273022000000000042e-02 5.878822000000000214e-02 1.000000000000000000e+00 -5.636770000000000437e+03
3.012360000000000038e-01 6.895263999999999838e-01 4.624571381203882586e-02 9.620180999999999871e-01 2.219437000000000222e-09 4.487066999999999965e-03 8.093878000000000184e-02 1.000000000000000000e+00 -5.639667999999999665e+03
4.038624000000000103e-01 5.905395999999999423e-01 6.564746138683008603e-02 9.718044999999999600e-01 2.203898999999999898e-09 -2.580949000000000090e-02 8.386117999999999351e-02 2.000000000000000000e+00 -5.636668999999999869e+03
7.912808999999999537e-01 4.215697999999999945e-01 1.272144977397200449e-01 9.665599999999999747e-01 1.958702999999999993e-09 -1.264207999999999998e-01 1.916392000000000095e-02 3.000000000000000000e+00 -5.638363000000000284e+03
6.634033999999999764e-01 4.597046000000000188e-01 1.068444119507547391e-01 9.687666999999999806e-01 2.020345999999999922e-09 -9.290189999999999559e-02 3.853842999999999852e-02 1.000000000000000000e+00 -5.638095000000000255e+03
5.216893000000000225e-01 5.249878000000000045e-01 8.213758610522502168e-02 9.657042000000000126e-01 2.070637000000000074e-09 -4.910674999999999762e-02 4.493135999999999658e-02 5.000000000000000000e+00 -5.637333999999999833e+03
5.639722000000000346e-01 4.997925000000000284e-01 8.958730203151304972e-02 9.670431000000000443e-01 2.117549999999999993e-09 -6.364643000000000383e-02 6.011193000000000092e-02 2.000000000000000000e+00 -5.634893000000000029e+03
5.486997000000000124e-01 5.063110000000000666e-01 8.755423226826242189e-02 9.680493999999999488e-01 2.115215000000000124e-09 -6.153742999999999713e-02 5.954538000000000192e-02 1.000000000000000000e+00 -5.633311999999999898e+03
4.309169999999999945e-01 5.745971999999999191e-01 6.699106459519474366e-02 9.685719999999999885e-01 2.304305999999999839e-09 -2.710773000000000002e-02 1.016888999999999987e-01 1.300000000000000000e+01 -5.639938000000000102e+03
7.215791000000000288e-01 4.413208000000000131e-01 1.153377647032333697e-01 9.726116999999999679e-01 1.987354000000000208e-09 -1.075934999999999947e-01 3.006065999999999946e-02 2.000000000000000000e+00 -5.634815999999999804e+03
4.783401999999999932e-01 5.429809999999999359e-01 7.613677163110768586e-02 9.677445999999999549e-01 2.158499000000000034e-09 -4.228051000000000031e-02 7.342379999999999740e-02 3.000000000000000000e+00 -5.635896999999999935e+03
5.772342000000000306e-01 4.897827000000000153e-01 9.523234323872729890e-02 9.750560999999999812e-01 2.161150000000000132e-09 -7.499464999999999604e-02 7.494230999999999809e-02 1.000000000000000000e+00 -5.635788999999999760e+03
4.369292000000000176e-01 5.725951999999999709e-01 6.794333682039641054e-02 9.679311999999999916e-01 2.119251999999999911e-09 -2.784841000000000052e-02 5.781797999999999799e-02 5.000000000000000000e+00 -5.636583999999999833e+03
5.569422000000000539e-01 5.025756999999999586e-01 8.985133528495373167e-02 9.711695000000000189e-01 2.072306999999999718e-09 -6.419184999999999475e-02 4.864141000000000298e-02 1.000000000000000000e+00 -5.634159999999999854e+03
4.590861999999999998e-01 5.533812999999999649e-01 7.369374779844131695e-02 9.713884999999999881e-01 2.078258000000000001e-09 -3.816300999999999721e-02 5.036318000000000045e-02 1.000000000000000000e+00 -5.634581000000000131e+03
5.392008000000000356e-01 5.104857999999999896e-01 8.706362181935035915e-02 9.709071999999999703e-01 2.061436000000000242e-09 -5.968968999999999664e-02 4.886059999999999709e-02 1.000000000000000000e+00 -5.633451000000000022e+03
4.916270999999999836e-01 5.352660999999999669e-01 7.848719370837911602e-02 9.683602999999999517e-01 2.129854999999999983e-09 -4.668452000000000018e-02 7.055799999999999572e-02 1.000000000000000000e+00 -5.639274999999999636e+03
5.093615999999999699e-01 5.291869999999999630e-01 8.048050300020623271e-02 9.660119000000000344e-01 2.077092000000000131e-09 -4.765732000000000301e-02 5.190858999999999751e-02 2.000000000000000000e+00 -5.636369999999999891e+03
5.009799000000000335e-01 5.349976000000000731e-01 7.918921602742814980e-02 9.636055000000000037e-01 2.121680999999999965e-09 -4.510266999999999749e-02 5.589105999999999935e-02 1.000000000000000000e+00 -5.643855999999999767e+03
5.019913999999999765e-01 5.262572999999999279e-01 8.209571097885025315e-02 9.718215000000000048e-01 2.215136999999999730e-09 -5.292224000000000234e-02 8.488328000000000539e-02 6.000000000000000000e+00 -5.640161000000000058e+03
6.047734999999999639e-01 4.793822999999999834e-01 9.806516685040760073e-02 9.797960000000000003e-01 2.056946999999999887e-09 -8.018856000000000595e-02 4.951818999999999665e-02 5.000000000000000000e+00 -5.636323999999999614e+03
5.097466000000000497e-01 5.291626000000000385e-01 8.059620584320412173e-02 9.718385999999999969e-01 2.134459000000000187e-09 -4.777180000000000315e-02 6.395605999999999514e-02 2.000000000000000000e+00 -5.635045000000000073e+03
5.938563000000000036e-01 4.884644000000000208e-01 9.416717618027088677e-02 9.657069000000000347e-01 2.004193999999999914e-09 -7.072833000000000592e-02 3.223154999999999770e-02 1.000000000000000000e+00 -5.635766999999999825e+03
4.921621999999999941e-01 5.265990999999999866e-01 8.322758632940666090e-02 9.818997999999999893e-01 2.158528000000000179e-09 -5.617803999999999853e-02 7.362325999999999593e-02 4.000000000000000000e+00 -5.637319999999999709e+03
4.050830000000000264e-01 5.931885000000000074e-01 6.349420278868550538e-02 9.637021000000000059e-01 2.066835000000000339e-09 -2.104032000000000124e-02 4.404497999999999747e-02 1.000000000000000000e+00 -5.634353000000000065e+03
