#cosmological_parameters--omega_m  cosmological_parameters--hubble cosmological_parameters--ombh2 cosmological_parameters--tau cosmological_parameters--n_s cosmological_parameters--A_s like
3.152289E-01 6.739014E+01 2.237448E-02 1.033363E-01 9.684892E-01 2.33848e-09 6.483909E+03
3.140721E-01 6.735596E+01 2.232811E-02 8.626329E-02 9.665284E-01 2.2324e-09 6.487206E+03
3.195402E-01 6.695557E+01 2.219737E-02 9.389275E-02 9.652098E-01 2.26956e-09 6.477449E+03
3.035261E-01 6.818115E+01 2.244558E-02 9.537965E-02 9.668844E-01 2.2804e-09 6.481609E+03
3.133569E-01 6.756592E+01 2.251807E-02 8.041786E-02 9.623652E-01 2.2208e-09 6.486897E+03
2.988253E-01 6.846436E+01 2.261837E-02 1.134399E-01 9.721217E-01 2.31022e-09 6.494620E+03
3.165403E-01 6.710205E+01 2.220186E-02 8.536737E-02 9.680743E-01 2.21953e-09 6.487145E+03
3.084105E-01 6.780029E+01 2.242861E-02 9.142513E-02 9.686235E-01 2.24474e-09 6.476300E+03
3.107053E-01 6.763428E+01 2.241836E-02 8.017295E-02 9.627052E-01 2.21587e-09 6.482285E+03
3.180301E-01 6.706299E+01 2.224775E-02 1.062947E-01 9.641028E-01 2.32809e-09 6.485826E+03
3.217197E-01 6.675537E+01 2.209658E-02 8.492819E-02 9.640315E-01 2.22697e-09 6.478996E+03
3.171563E-01 6.712646E+01 2.224364E-02 7.225676E-02 9.591154E-01 2.18852e-09 6.485863E+03
3.075087E-01 6.781494E+01 2.239932E-02 1.114274E-01 9.650264E-01 2.33696e-09 6.490968E+03
3.180500E-01 6.705811E+01 2.220979E-02 7.220743E-02 9.630907E-01 2.16954e-09 6.481444E+03
3.137530E-01 6.736084E+01 2.218566E-02 7.573051E-02 9.693938E-01 2.16768e-09 6.486504E+03
3.009680E-01 6.819580E+01 2.227136E-02 8.639386E-02 9.687425E-01 2.20808e-09 6.494728E+03
3.201257E-01 6.696045E+01 2.233674E-02 7.918045E-02 9.587136E-01 2.21887e-09 6.485167E+03
3.066917E-01 6.783936E+01 2.226645E-02 8.155659E-02 9.666768E-01 2.20523e-09 6.481608E+03
3.040198E-01 6.810791E+01 2.235582E-02 7.978789E-02 9.686118E-01 2.18235e-09 6.482442E+03
3.186564E-01 6.696045E+01 2.210310E-02 7.498950E-02 9.670548E-01 2.18596e-09 6.479680E+03
3.118035E-01 6.751221E+01 2.220869E-02 8.748098E-02 9.673060E-01 2.23009e-09 6.482438E+03
3.171450E-01 6.710205E+01 2.211844E-02 8.926749E-02 9.665783E-01 2.24134e-09 6.481144E+03
3.203945E-01 6.695557E+01 2.220002E-02 5.837976E-02 9.648119E-01 2.10024e-09 6.487072E+03
3.274941E-01 6.647217E+01 2.221490E-02 9.678731E-02 9.647472E-01 2.30731e-09 6.487631E+03
3.316164E-01 6.633545E+01 2.237821E-02 5.571592E-02 9.544257E-01 2.12036e-09 6.488968E+03
3.380050E-01 6.563721E+01 2.190185E-02 5.064092E-02 9.561240E-01 2.09407e-09 6.485426E+03
3.158729E-01 6.722412E+01 2.209690E-02 9.030111E-02 9.645024E-01 2.25249e-09 6.492821E+03
3.131006E-01 6.737061E+01 2.214784E-02 9.829315E-02 9.675083E-01 2.25998e-09 6.482680E+03
3.087162E-01 6.775146E+01 2.232169E-02 1.065874E-01 9.619188E-01 2.31911e-09 6.488664E+03
3.173474E-01 6.710693E+01 2.228237E-02 6.336150E-02 9.601880E-01 2.15141e-09 6.484422E+03
3.164098E-01 6.717529E+01 2.220977E-02 9.045388E-02 9.618682E-01 2.26079e-09 6.482027E+03
3.307834E-01 6.608643E+01 2.188894E-02 7.353671E-02 9.552217E-01 2.18962e-09 6.492451E+03
3.086034E-01 6.769775E+01 2.220091E-02 9.608727E-02 9.700641E-01 2.27962e-09 6.489188E+03
3.106282E-01 6.761475E+01 2.226119E-02 7.920402E-02 9.727148E-01 2.17923e-09 6.481992E+03
3.177273E-01 6.717041E+01 2.229417E-02 1.088183E-01 9.730575E-01 2.33852e-09 6.488785E+03
3.184975E-01 6.712646E+01 2.212525E-02 7.075203E-02 9.660292E-01 2.16141e-09 6.488635E+03
3.132254E-01 6.740479E+01 2.216068E-02 5.671214E-02 9.634949E-01 2.10088e-09 6.485578E+03
3.083998E-01 6.778076E+01 2.226094E-02 6.960270E-02 9.646387E-01 2.15217e-09 6.482029E+03
3.262292E-01 6.650146E+01 2.196680E-02 6.942028E-02 9.609527E-01 2.17072e-09 6.479115E+03
3.181434E-01 6.701416E+01 2.212254E-02 8.234989E-02 9.648557E-01 2.21299e-09 6.484404E+03
3.289939E-01 6.633545E+01 2.210253E-02 8.238556E-02 9.573035E-01 2.21383e-09 6.486258E+03
3.200480E-01 6.697021E+01 2.227841E-02 8.745228E-02 9.632673E-01 2.25238e-09 6.489396E+03
3.245550E-01 6.666260E+01 2.220962E-02 7.880118E-02 9.618402E-01 2.21719e-09 6.484098E+03
3.418324E-01 6.545166E+01 2.200717E-02 7.855654E-02 9.524656E-01 2.24171e-09 6.489648E+03
3.254623E-01 6.660400E+01 2.218692E-02 5.534581E-02 9.541256E-01 2.11417e-09 6.483209E+03
3.150298E-01 6.725830E+01 2.230104E-02 6.227535E-02 9.614910E-01 2.12738e-09 6.482352E+03
3.237423E-01 6.657471E+01 2.204130E-02 6.420077E-02 9.590861E-01 2.10893e-09 6.482937E+03
3.351829E-01 6.590088E+01 2.207442E-02 5.383612E-02 9.554440E-01 2.10995e-09 6.484935E+03
2.970823E-01 6.865479E+01 2.254384E-02 8.430471E-02 9.690449E-01 2.22227e-09 6.487318E+03
3.061240E-01 6.783936E+01 2.224874E-02 6.280585E-02 9.701107E-01 2.13572e-09 6.489627E+03
2.945780E-01 6.872803E+01 2.242788E-02 7.757277E-02 9.724414E-01 2.17287e-09 6.484185E+03
3.183800E-01 6.706299E+01 2.228385E-02 8.257468E-02 9.661616E-01 2.20458e-09 6.485617E+03
3.017853E-01 6.833252E+01 2.254436E-02 9.155244E-02 9.713101E-01 2.25406e-09 6.480692E+03
3.113232E-01 6.749268E+01 2.221982E-02 8.801537E-02 9.663199E-01 2.23009e-09 6.487337E+03
3.208441E-01 6.697021E+01 2.236759E-02 8.449431E-02 9.588558E-01 2.23071e-09 6.480009E+03
3.142260E-01 6.735596E+01 2.217783E-02 6.525513E-02 9.652255E-01 2.11862e-09 6.479717E+03
3.002654E-01 6.844482E+01 2.249913E-02 7.709759E-02 9.749486E-01 2.16358e-09 6.493922E+03
3.230961E-01 6.665771E+01 2.194651E-02 6.675056E-02 9.621295E-01 2.13043e-09 6.483931E+03
3.179983E-01 6.710693E+01 2.227511E-02 8.809168E-02 9.636931E-01 2.24344e-09 6.485795E+03
3.266829E-01 6.643311E+01 2.199031E-02 4.995949E-02 9.586665E-01 2.0879e-09 6.478305E+03
3.111831E-01 6.755127E+01 2.215650E-02 6.278548E-02 9.648111E-01 2.15045e-09 6.481702E+03
3.071753E-01 6.789307E+01 2.247338E-02 5.068264E-02 9.665192E-01 2.07853e-09 6.489096E+03
3.152628E-01 6.729736E+01 2.224979E-02 7.204742E-02 9.647393E-01 2.17669e-09 6.482507E+03
3.258718E-01 6.651611E+01 2.212627E-02 4.273381E-02 9.617026E-01 2.04847e-09 6.486282E+03
3.230614E-01 6.678467E+01 2.227427E-02 4.796021E-02 9.603994E-01 2.08058e-09 6.480529E+03
3.044200E-01 6.808350E+01 2.232014E-02 6.161533E-02 9.695882E-01 2.10678e-09 6.480516E+03
3.137280E-01 6.746826E+01 2.233194E-02 7.979101E-02 9.644436E-01 2.20952e-09 6.483022E+03
3.275819E-01 6.656494E+01 2.230937E-02 9.462188E-02 9.587289E-01 2.29738e-09 6.479897E+03
3.054379E-01 6.816162E+01 2.256529E-02 9.876634E-02 9.735063E-01 2.27528e-09 6.486093E+03
3.153943E-01 6.741455E+01 2.247624E-02 9.001695E-02 9.632583E-01 2.27002e-09 6.480465E+03
3.187764E-01 6.711182E+01 2.235843E-02 7.954905E-02 9.649744E-01 2.20652e-09 6.477709E+03
3.143586E-01 6.734619E+01 2.226965E-02 8.193249E-02 9.662956E-01 2.22389e-09 6.478206E+03
3.085896E-01 6.778076E+01 2.232027E-02 8.490704E-02 9.696910E-01 2.24032e-09 6.486581E+03
3.047680E-01 6.817139E+01 2.262364E-02 8.730023E-02 9.697359E-01 2.21929e-09 6.478834E+03
3.145066E-01 6.733643E+01 2.232864E-02 1.006415E-01 9.679885E-01 2.30633e-09 6.477733E+03
3.045040E-01 6.812256E+01 2.258727E-02 6.284396E-02 9.665903E-01 2.13099e-09 6.490152E+03
3.127039E-01 6.747803E+01 2.232935E-02 5.574996E-02 9.594189E-01 2.09451e-09 6.478714E+03
3.106531E-01 6.774658E+01 2.255811E-02 6.965781E-02 9.631946E-01 2.1514e-09 6.480489E+03
3.204117E-01 6.706787E+01 2.242987E-02 6.563245E-02 9.641093E-01 2.15212e-09 6.486833E+03
3.172525E-01 6.710205E+01 2.212790E-02 6.678302E-02 9.605793E-01 2.15519e-09 6.481294E+03
3.135297E-01 6.737549E+01 2.222610E-02 5.568237E-02 9.675901E-01 2.09783e-09 6.491338E+03
3.160779E-01 6.732178E+01 2.242615E-02 9.360011E-02 9.646509E-01 2.2783e-09 6.482725E+03
3.207975E-01 6.684814E+01 2.206038E-02 6.893565E-02 9.630170E-01 2.16006e-09 6.482907E+03
3.278943E-01 6.630615E+01 2.197266E-02 6.169635E-02 9.567473E-01 2.15482e-09 6.480080E+03
3.145254E-01 6.725342E+01 2.209027E-02 9.573721E-02 9.662954E-01 2.29626e-09 6.482244E+03
3.255094E-01 6.652100E+01 2.213621E-02 8.761042E-02 9.571777E-01 2.23945e-09 6.490811E+03
3.391072E-01 6.567627E+01 2.205586E-02 7.722923E-02 9.517068E-01 2.20595e-09 6.490188E+03
3.186608E-01 6.700439E+01 2.229753E-02 7.186831E-02 9.585853E-01 2.1586e-09 6.483068E+03
3.220959E-01 6.683838E+01 2.216065E-02 5.070184E-02 9.594173E-01 2.07587e-09 6.483261E+03
3.043497E-01 6.813232E+01 2.228287E-02 9.792857E-02 9.732880E-01 2.28576e-09 6.484274E+03
3.112716E-01 6.758545E+01 2.223140E-02 9.355235E-02 9.681701E-01 2.27692e-09 6.478756E+03
3.145665E-01 6.732666E+01 2.224361E-02 6.966773E-02 9.706443E-01 2.17098e-09 6.483633E+03
3.131120E-01 6.742920E+01 2.227529E-02 1.002836E-01 9.619873E-01 2.30626e-09 6.483996E+03
3.203994E-01 6.683838E+01 2.202765E-02 8.413742E-02 9.594523E-01 2.22711e-09 6.488491E+03
3.077272E-01 6.789795E+01 2.240415E-02 8.674924E-02 9.651996E-01 2.24794e-09 6.491243E+03
3.257099E-01 6.655029E+01 2.216969E-02 9.171806E-02 9.604059E-01 2.28124e-09 6.480702E+03
3.150290E-01 6.728271E+01 2.231306E-02 7.218848E-02 9.651816E-01 2.19109e-09 6.480842E+03
3.084145E-01 6.783447E+01 2.249142E-02 9.008326E-02 9.626247E-01 2.26293e-09 6.487193E+03
3.207534E-01 6.677490E+01 2.203391E-02 8.717665E-02 9.566016E-01 2.23173e-09 6.484992E+03
3.101168E-01 6.766846E+01 2.239689E-02 8.080693E-02 9.674080E-01 2.20824e-09 6.478892E+03
3.371303E-01 6.587158E+01 2.209775E-02 5.482824E-02 9.498643E-01 2.12345e-09 6.491314E+03
3.108950E-01 6.767822E+01 2.238589E-02 6.281825E-02 9.646054E-01 2.12485e-09 6.490601E+03
2.995842E-01 6.848877E+01 2.247904E-02 5.020128E-02 9.685553E-01 2.06321e-09 6.489491E+03
3.113016E-01 6.779053E+01 2.257832E-02 7.438275E-02 9.655875E-01 2.19507e-09 6.488504E+03
3.127079E-01 6.739014E+01 2.209315E-02 7.821876E-02 9.677159E-01 2.18634e-09 6.483322E+03
3.077559E-01 6.783447E+01 2.227850E-02 9.330039E-02 9.642724E-01 2.27228e-09 6.481105E+03
3.086528E-01 6.766357E+01 2.213554E-02 9.715950E-02 9.679114E-01 2.26885e-09 6.483473E+03
3.006079E-01 6.844971E+01 2.255829E-02 1.097182E-01 9.756335E-01 2.33716e-09 6.480090E+03
3.116734E-01 6.748291E+01 2.226366E-02 9.774658E-02 9.691795E-01 2.29128e-09 6.487851E+03
3.028487E-01 6.809814E+01 2.221057E-02 1.177192E-01 9.701310E-01 2.36303e-09 6.482666E+03
3.098695E-01 6.760986E+01 2.218602E-02 8.135402E-02 9.733636E-01 2.19776e-09 6.486655E+03
3.092751E-01 6.779053E+01 2.249582E-02 8.818197E-02 9.675540E-01 2.22676e-09 6.483676E+03
3.107325E-01 6.759033E+01 2.239344E-02 4.526375E-02 9.647688E-01 2.05419e-09 6.480256E+03
3.234417E-01 6.669189E+01 2.222436E-02 7.877948E-02 9.657376E-01 2.19699e-09 6.481206E+03
3.128192E-01 6.739990E+01 2.208842E-02 7.101396E-02 9.659588E-01 2.17682e-09 6.480766E+03
3.137895E-01 6.739502E+01 2.225795E-02 9.337856E-02 9.614055E-01 2.27576e-09 6.484352E+03
3.071188E-01 6.791260E+01 2.236226E-02 7.905147E-02 9.650632E-01 2.21109e-09 6.485460E+03
3.113683E-01 6.760986E+01 2.229802E-02 4.395351E-02 9.613287E-01 2.05288e-09 6.486925E+03
3.138691E-01 6.742432E+01 2.229756E-02 5.724799E-02 9.595279E-01 2.1245e-09 6.481863E+03
3.201448E-01 6.697998E+01 2.224534E-02 7.189717E-02 9.667106E-01 2.20076e-09 6.481203E+03
3.251026E-01 6.652588E+01 2.204382E-02 7.507656E-02 9.629879E-01 2.19265e-09 6.491028E+03
3.099011E-01 6.773193E+01 2.237393E-02 1.135453E-01 9.654577E-01 2.36856e-09 6.482996E+03
3.275447E-01 6.649170E+01 2.219626E-02 9.114291E-02 9.601576E-01 2.27516e-09 6.483160E+03
3.198558E-01 6.691650E+01 2.218250E-02 7.022557E-02 9.618455E-01 2.18198e-09 6.477715E+03
3.045475E-01 6.799561E+01 2.239765E-02 8.085853E-02 9.700804E-01 2.19055e-09 6.479846E+03
3.011341E-01 6.824463E+01 2.227437E-02 8.224311E-02 9.699572E-01 2.20325e-09 6.478813E+03
3.117536E-01 6.747803E+01 2.221557E-02 7.548451E-02 9.613908E-01 2.16738e-09 6.487322E+03
2.973064E-01 6.860107E+01 2.240751E-02 7.416265E-02 9.703399E-01 2.14549e-09 6.485219E+03
3.042797E-01 6.798096E+01 2.212551E-02 8.041544E-02 9.706996E-01 2.19394e-09 6.484265E+03
2.963973E-01 6.864502E+01 2.244150E-02 8.225434E-02 9.720464E-01 2.21223e-09 6.482567E+03
3.233310E-01 6.666260E+01 2.207468E-02 1.111526E-01 9.669410E-01 2.36962e-09 6.490781E+03
3.169772E-01 6.714600E+01 2.220666E-02 9.114590E-02 9.658329E-01 2.26291e-09 6.488406E+03
3.258008E-01 6.661377E+01 2.221093E-02 6.530750E-02 9.583541E-01 2.16386e-09 6.482648E+03
3.234746E-01 6.676514E+01 2.221928E-02 9.345248E-02 9.586798E-01 2.27211e-09 6.484308E+03
3.170640E-01 6.718506E+01 2.228249E-02 8.674815E-02 9.648884E-01 2.24075e-09 6.483868E+03
3.122636E-01 6.746826E+01 2.217244E-02 8.408561E-02 9.664203E-01 2.22429e-09 6.476705E+03
3.239136E-01 6.660400E+01 2.194737E-02 6.810630E-02 9.676306E-01 2.13654e-09 6.485016E+03
3.246883E-01 6.654053E+01 2.187909E-02 5.476849E-02 9.690830E-01 2.09352e-09 6.490670E+03
3.287260E-01 6.627197E+01 2.192611E-02 4.127213E-02 9.607174E-01 2.05178e-09 6.484937E+03
3.261108E-01 6.646729E+01 2.195582E-02 6.447273E-02 9.617135E-01 2.15361e-09 6.489449E+03
3.166236E-01 6.713135E+01 2.212961E-02 6.379315E-02 9.628234E-01 2.1355e-09 6.484912E+03
3.037500E-01 6.802979E+01 2.226785E-02 9.706163E-02 9.645080E-01 2.26891e-09 6.481738E+03
3.075877E-01 6.785889E+01 2.233081E-02 8.184010E-02 9.685209E-01 2.22596e-09 6.479335E+03
3.062162E-01 6.793213E+01 2.232375E-02 7.265305E-02 9.701800E-01 2.15981e-09 6.480443E+03
3.106585E-01 6.770264E+01 2.240085E-02 6.532154E-02 9.667988E-01 2.14092e-09 6.485577E+03
3.152458E-01 6.735596E+01 2.234106E-02 8.360944E-02 9.662828E-01 2.25548e-09 6.481341E+03
3.125794E-01 6.746338E+01 2.218853E-02 6.940714E-02 9.651007E-01 2.16408e-09 6.480701E+03
3.149451E-01 6.715576E+01 2.209289E-02 8.580165E-02 9.649254E-01 2.24136e-09 6.483944E+03
3.322095E-01 6.622314E+01 2.219899E-02 7.459411E-02 9.624884E-01 2.20863e-09 6.488200E+03
3.105547E-01 6.763428E+01 2.237706E-02 9.189687E-02 9.654200E-01 2.2785e-09 6.481930E+03
3.132264E-01 6.741455E+01 2.224434E-02 9.336431E-02 9.620105E-01 2.27401e-09 6.484213E+03
3.296827E-01 6.621826E+01 2.199525E-02 5.061109E-02 9.583979E-01 2.10765e-09 6.482328E+03
3.304080E-01 6.625732E+01 2.209994E-02 4.358857E-02 9.603518E-01 2.07701e-09 6.486719E+03
3.314218E-01 6.629639E+01 2.221111E-02 7.656934E-02 9.571591E-01 2.22749e-09 6.484259E+03
3.332611E-01 6.610107E+01 2.214850E-02 5.639404E-02 9.516031E-01 2.13143e-09 6.482363E+03
3.079553E-01 6.781982E+01 2.227060E-02 7.529497E-02 9.676652E-01 2.16891e-09 6.479081E+03
3.101859E-01 6.766846E+01 2.226840E-02 8.802392E-02 9.704603E-01 2.23027e-09 6.488570E+03
3.095114E-01 6.775146E+01 2.240544E-02 7.495562E-02 9.666746E-01 2.19641e-09 6.487784E+03
3.221324E-01 6.681396E+01 2.229374E-02 9.516798E-02 9.603207E-01 2.288e-09 6.483147E+03
3.284865E-01 6.633057E+01 2.199554E-02 6.613192E-02 9.571516E-01 2.16583e-09 6.482727E+03
3.148034E-01 6.734131E+01 2.229411E-02 7.814362E-02 9.681356E-01 2.20718e-09 6.478451E+03
3.193070E-01 6.692139E+01 2.214708E-02 8.804148E-02 9.668166E-01 2.26138e-09 6.487210E+03
3.219321E-01 6.662354E+01 2.187296E-02 6.559860E-02 9.692932E-01 2.14288e-09 6.483522E+03
3.085596E-01 6.769287E+01 2.210578E-02 5.813338E-02 9.683472E-01 2.10429e-09 6.482944E+03
2.978423E-01 6.853271E+01 2.232217E-02 9.171503E-02 9.759875E-01 2.23841e-09 6.481314E+03
3.155700E-01 6.727783E+01 2.229175E-02 5.645670E-02 9.659363E-01 2.10107e-09 6.493901E+03
3.095969E-01 6.770752E+01 2.233650E-02 1.080600E-01 9.668865E-01 2.3288e-09 6.481516E+03
3.142258E-01 6.730225E+01 2.219276E-02 9.825648E-02 9.642311E-01 2.29657e-09 6.482305E+03
3.183085E-01 6.710205E+01 2.238004E-02 6.542457E-02 9.620617E-01 2.14788e-09 6.484752E+03
3.130061E-01 6.755127E+01 2.254445E-02 9.708886E-02 9.685215E-01 2.29192e-09 6.484514E+03
3.296657E-01 6.636963E+01 2.233890E-02 5.707112E-02 9.633282E-01 2.1338e-09 6.487887E+03
3.375319E-01 6.581787E+01 2.210452E-02 8.108214E-02 9.623011E-01 2.23562e-09 6.482686E+03
3.101933E-01 6.770264E+01 2.235960E-02 6.021519E-02 9.672549E-01 2.11493e-09 6.484464E+03
3.109301E-01 6.765381E+01 2.235204E-02 7.418606E-02 9.643826E-01 2.17844e-09 6.483567E+03
3.024160E-01 6.841553E+01 2.270668E-02 1.019572E-01 9.738851E-01 2.26865e-09 6.488009E+03
3.204175E-01 6.696045E+01 2.237369E-02 8.723106E-02 9.732770E-01 2.22598e-09 6.485683E+03
3.118892E-01 6.759033E+01 2.240484E-02 5.559584E-02 9.643420E-01 2.11784e-09 6.489011E+03
3.277411E-01 6.635010E+01 2.198873E-02 7.554641E-02 9.579546E-01 2.20422e-09 6.477775E+03
3.228749E-01 6.666748E+01 2.200013E-02 6.450134E-02 9.623301E-01 2.13849e-09 6.477883E+03
3.246394E-01 6.661377E+01 2.210567E-02 7.108049E-02 9.635136E-01 2.17419e-09 6.477812E+03
3.184752E-01 6.714111E+01 2.235671E-02 7.920548E-02 9.610114E-01 2.22455e-09 6.475998E+03
3.379925E-01 6.561279E+01 2.184577E-02 1.004261E-01 9.555424E-01 2.31101e-09 6.494038E+03
3.129748E-01 6.743896E+01 2.223340E-02 1.044545E-01 9.636713E-01 2.32391e-09 6.481031E+03
3.279984E-01 6.641846E+01 2.221638E-02 8.459493E-02 9.563522E-01 2.24158e-09 6.483409E+03
3.372682E-01 6.569092E+01 2.191915E-02 8.629976E-02 9.564596E-01 2.24645e-09 6.485208E+03
2.990334E-01 6.847900E+01 2.246020E-02 1.308388E-01 9.733094E-01 2.4192e-09 6.482095E+03
3.089974E-01 6.771240E+01 2.223279E-02 7.704817E-02 9.692046E-01 2.18714e-09 6.481970E+03
3.208611E-01 6.675049E+01 2.201179E-02 8.304252E-02 9.626673E-01 2.20111e-09 6.479335E+03
3.166476E-01 6.727783E+01 2.228573E-02 1.035534E-01 9.680028E-01 2.31462e-09 6.481861E+03
3.136159E-01 6.756592E+01 2.257198E-02 1.021852E-01 9.654276E-01 2.29952e-09 6.488574E+03
3.019682E-01 6.834229E+01 2.249807E-02 1.099910E-01 9.708293E-01 2.34646e-09 6.486855E+03
3.020456E-01 6.819092E+01 2.238683E-02 8.052918E-02 9.683807E-01 2.19698e-09 6.479628E+03
3.227925E-01 6.672119E+01 2.206250E-02 9.292735E-02 9.627304E-01 2.28211e-09 6.482052E+03
3.022032E-01 6.818604E+01 2.235348E-02 1.006624E-01 9.723943E-01 2.28804e-09 6.479000E+03
3.092269E-01 6.764404E+01 2.215875E-02 8.999093E-02 9.628770E-01 2.23478e-09 6.484513E+03
3.057560E-01 6.788330E+01 2.214321E-02 7.700201E-02 9.648080E-01 2.18467e-09 6.480710E+03
3.134990E-01 6.744385E+01 2.226286E-02 8.848954E-02 9.680364E-01 2.25127e-09 6.485693E+03
3.034822E-01 6.813232E+01 2.243473E-02 7.963944E-02 9.736887E-01 2.19908e-09 6.487736E+03
3.216764E-01 6.693115E+01 2.238035E-02 5.825106E-02 9.634902E-01 2.15063e-09 6.489717E+03
3.214675E-01 6.681885E+01 2.218693E-02 6.831965E-02 9.618674E-01 2.16407e-09 6.482959E+03
3.278614E-01 6.636475E+01 2.206745E-02 4.853026E-02 9.549309E-01 2.09533e-09 6.484529E+03
3.304402E-01 6.623779E+01 2.201148E-02 6.050445E-02 9.590158E-01 2.15799e-09 6.484788E+03
3.332726E-01 6.605713E+01 2.195391E-02 6.866516E-02 9.590123E-01 2.18196e-09 6.488966E+03
3.175923E-01 6.707764E+01 2.213077E-02 7.969237E-02 9.618318E-01 2.22046e-09 6.481588E+03
3.193314E-01 6.701416E+01 2.214738E-02 7.254573E-02 9.605560E-01 2.16947e-09 6.485531E+03
3.112231E-01 6.756592E+01 2.224057E-02 9.442889E-02 9.653670E-01 2.26702e-09 6.482718E+03
3.312419E-01 6.607666E+01 2.186335E-02 8.559960E-02 9.601181E-01 2.23391e-09 6.485815E+03
3.068531E-01 6.786377E+01 2.218944E-02 9.695346E-02 9.695279E-01 2.27652e-09 6.481806E+03
3.137708E-01 6.734619E+01 2.224174E-02 6.717990E-02 9.660037E-01 2.15709e-09 6.479074E+03
3.253004E-01 6.656006E+01 2.217960E-02 6.709310E-02 9.628899E-01 2.16599e-09 6.481152E+03
3.212628E-01 6.682373E+01 2.206871E-02 6.004904E-02 9.597086E-01 2.10684e-09 6.485638E+03
3.193349E-01 6.711182E+01 2.238675E-02 8.782237E-02 9.587872E-01 2.2284e-09 6.485977E+03
3.122560E-01 6.747314E+01 2.222467E-02 6.338917E-02 9.709870E-01 2.12765e-09 6.484369E+03
3.102992E-01 6.767334E+01 2.240597E-02 9.446772E-02 9.700432E-01 2.25754e-09 6.485053E+03
3.109688E-01 6.768311E+01 2.232976E-02 9.398158E-02 9.670057E-01 2.26784e-09 6.482498E+03
3.162830E-01 6.715088E+01 2.208762E-02 6.936935E-02 9.663638E-01 2.16106e-09 6.482534E+03
3.175328E-01 6.708252E+01 2.211168E-02 5.481654E-02 9.640406E-01 2.09904e-09 6.495021E+03
3.179191E-01 6.703369E+01 2.218035E-02 6.792157E-02 9.676692E-01 2.14465e-09 6.481094E+03
2.987918E-01 6.848389E+01 2.234021E-02 1.008305E-01 9.797404E-01 2.30309e-09 6.487906E+03
3.077473E-01 6.786377E+01 2.231466E-02 7.998120E-02 9.655473E-01 2.21515e-09 6.486856E+03
3.112121E-01 6.756592E+01 2.231973E-02 9.095828E-02 9.709430E-01 2.25704e-09 6.481547E+03
3.355086E-01 6.580322E+01 2.197865E-02 5.712588E-02 9.594719E-01 2.15154e-09 6.482076E+03
3.185839E-01 6.694580E+01 2.216316E-02 1.047442E-01 9.706320E-01 2.3341e-09 6.485032E+03
3.241834E-01 6.659424E+01 2.212635E-02 7.279295E-02 9.599302E-01 2.17098e-09 6.480947E+03
3.240681E-01 6.661865E+01 2.209105E-02 6.160559E-02 9.578509E-01 2.13365e-09 6.487729E+03
3.084823E-01 6.770752E+01 2.237126E-02 4.870186E-02 9.705080E-01 2.06506e-09 6.483944E+03
3.173745E-01 6.719482E+01 2.243793E-02 8.434931E-02 9.669364E-01 2.23818e-09 6.486716E+03
3.098500E-01 6.759033E+01 2.227232E-02 6.717377E-02 9.681196E-01 2.17389e-09 6.487862E+03
3.097995E-01 6.768311E+01 2.232621E-02 6.795654E-02 9.649306E-01 2.15236e-09 6.479264E+03
3.265331E-01 6.650146E+01 2.201065E-02 7.275632E-02 9.591333E-01 2.20021e-09 6.486081E+03
3.059585E-01 6.796143E+01 2.241409E-02 9.896900E-02 9.660645E-01 2.2762e-09 6.484876E+03
3.106560E-01 6.749268E+01 2.216965E-02 1.113446E-01 9.662371E-01 2.33931e-09 6.487261E+03
3.099645E-01 6.764893E+01 2.239503E-02 1.073343E-01 9.657209E-01 2.32968e-09 6.487731E+03
3.008073E-01 6.829834E+01 2.252633E-02 1.131152E-01 9.718560E-01 2.36265e-09 6.483815E+03
3.160400E-01 6.722900E+01 2.231888E-02 7.923941E-02 9.632224E-01 2.21472e-09 6.479718E+03
3.162726E-01 6.718994E+01 2.215710E-02 9.229823E-02 9.625404E-01 2.27711e-09 6.483736E+03
3.311808E-01 6.626709E+01 2.214726E-02 3.467770E-02 9.598879E-01 2.03455e-09 6.484958E+03
3.362559E-01 6.583252E+01 2.198302E-02 4.441885E-02 9.581818E-01 2.06647e-09 6.480658E+03
3.195768E-01 6.699463E+01 2.231712E-02 9.327330E-02 9.629814E-01 2.27521e-09 6.480443E+03
3.119269E-01 6.760498E+01 2.249030E-02 9.974222E-02 9.673747E-01 2.2984e-09 6.484168E+03
3.400426E-01 6.558838E+01 2.206051E-02 6.113364E-02 9.582885E-01 2.13736e-09 6.482038E+03
3.261633E-01 6.646729E+01 2.208866E-02 8.228390E-02 9.609200E-01 2.23366e-09 6.483747E+03
3.144874E-01 6.734131E+01 2.239364E-02 1.074860E-01 9.607739E-01 2.35391e-09 6.486728E+03
3.220786E-01 6.672119E+01 2.210364E-02 8.926248E-02 9.554709E-01 2.24325e-09 6.483680E+03
3.158797E-01 6.713135E+01 2.202419E-02 1.018422E-01 9.638074E-01 2.31985e-09 6.479249E+03
3.155838E-01 6.710205E+01 2.211443E-02 9.728176E-02 9.708274E-01 2.27051e-09 6.487610E+03
3.249591E-01 6.650635E+01 2.205763E-02 9.765903E-02 9.672276E-01 2.28911e-09 6.486227E+03
3.217597E-01 6.679443E+01 2.207873E-02 7.061930E-02 9.666326E-01 2.18738e-09 6.485814E+03
